delta,tetha,alpha,beta,gamma,class
0.6976275306427304,0.1213108505291676,0.06125726819964004,0.06267481620732464,0.05645443991579076,1
0.6398912567697077,0.14211631744957393,0.10193819457027675,0.05947860358887508,0.054388109700730825,1
0.22785190464443278,0.07145341946603752,0.05802844712447333,0.02686548223748904,0.01809121352017762,1
0.3650999179204971,0.11271221712451034,0.08741373526737439,0.04248569648041009,0.0325134584337473,1
0.15069704442788429,0.061118093445847836,0.04772077144631502,0.022151896233843085,0.011171994629284188,1
0.10593443709273515,0.03057251907312062,0.02513600397804113,0.014119544150156305,0.009229731297308311,1
0.24059118823191641,0.0896549506822643,0.07390778151356886,0.0326717874188538,0.01795153661591003,1
0.4601247513401201,0.09782054691174169,0.06274869092263452,0.03359014937354529,0.029413687158680885,1
0.35636399416686426,0.08417868188227838,0.05418778577051661,0.03253126415323757,0.024635427600270442,1
0.6153116889916368,0.11569217239242724,0.06395041832643415,0.05210083490572297,0.047040525952720465,1
0.2605036665597446,0.10414043996908945,0.07856724522652347,0.04242337305956765,0.032253674149722654,1
0.391576186487285,0.12958457863012596,0.09655010579491417,0.046826866277578844,0.028711745794283552,1
0.30346905104279387,0.10635340517601419,0.08862305675012401,0.04039744547879891,0.03025395822135093,1
0.24064094718578471,0.08440658672819817,0.07138830246678562,0.029785354996476082,0.01844960348063682,1
0.25103788847372643,0.060403326818662936,0.034270936040186564,0.01879268888894851,0.012797133639640145,1
0.2793938708676168,0.10162631407840925,0.08659309553555185,0.03554509241649112,0.018883286812910433,1
0.11041562275053214,0.03316938252590042,0.024164336060624184,0.01566698723008918,0.014629992313667307,1
0.28837287441573334,0.06197568990541347,0.035578527900743666,0.02288633889715203,0.017693888853552647,1
0.2512697236020298,0.10641423456281687,0.17165095202608038,0.07349834722609762,0.025781752307588363,1
0.6646278031809085,0.16223714898692843,0.11578653560260584,0.06598880045392759,0.04248792890221501,1
0.1750148252172641,0.06372862994807518,0.08179495955334701,0.04405038400817331,0.029003968509177417,1
0.9999945833066719,0.2589524511700907,0.12763798527955086,0.0696150382412568,0.048763945860718055,1
0.04561080311242621,0.014050818490860227,0.017430568983911498,0.012359648770224836,0.010349966905218133,1
0.2996911983005572,0.11570539077410949,0.13687261159547046,0.07088511592842155,0.028260326694622286,1
0.28012347319777026,0.08914250844905702,0.11017628868526744,0.07252444445941633,0.06397413186732089,1
0.2405107252802212,0.10441174733250627,0.16450238284355978,0.08143178725522726,0.025922398311341608,1
0.3069617353688846,0.13221482145874772,0.14898202494405943,0.07266462222222925,0.02887320807210441,1
0.21281939987909676,0.08996502970847668,0.17265156543318194,0.05904204470138002,0.022494671534366288,1
0.510716579255372,0.11283639817828899,0.09598045691643159,0.0633921578011659,0.05090307123607138,1
0.39309720776125534,0.1356526661026754,0.13335701324723695,0.0658833132328314,0.02999049385416193,1
0.9293700510224779,0.24801222036316373,0.12563535178467963,0.059429914105530245,0.036774127107462445,1
0.16282361774732024,0.0716195883817623,0.14286653902731286,0.05356456941053752,0.025179363576413868,1
0.17128288063433317,0.06123736529038104,0.0808373225266367,0.0403602168055691,0.02310147661294944,1
0.20711369745978758,0.08291835854695143,0.141251515856823,0.06022029148171641,0.026079386588979753,1
0.2600588883717813,0.11006718857199506,0.16336273892623032,0.08576930296035284,0.027694668802132078,1
0.39841018632009395,0.1350913350580094,0.13319920746812708,0.06158994376111927,0.02617288314585844,1
0.2153543652746009,0.09209878899724173,0.18491756415067917,0.06665606382299731,0.024830675786169487,1
0.2561383091045486,0.11107028774661087,0.13894562571791652,0.0771762729592266,0.027674776198576223,1
0.3767263115917508,0.12602299422888738,0.12453277543479031,0.06494879319697781,0.034207886610986615,1
2.272249187864934,0.2902980336283851,0.10452901713713181,0.0548056925327274,0.06756866356031786,1
2.9748698877960007,0.561470825723976,0.1903244258562849,0.13850466686674828,0.18715238820044017,1
2.6050004071200092,0.4541271287272308,0.15117881471385486,0.09520900350105524,0.12446599654963876,1
2.8577769569418994,0.5366570810599898,0.17368865144943385,0.09893753170024755,0.14321627664592015,1
3.1113235153013803,0.6438825914719443,0.21838561049843497,0.13411177733542454,0.16430297108559455,1
2.301175130961818,0.331912189317063,0.12140605400274002,0.08191965289169573,0.10154410590975682,1
2.914522534095946,0.5364582869944641,0.18124369789964556,0.11955897894486212,0.1528536947902969,1
2.2891448106822256,0.35723185008256936,0.12451029886787938,0.051807634788235565,0.055046115722433994,1
1.9969244302568128,0.16743001125235427,0.06975926100012247,0.04450293596413141,0.0551541631657141,1
2.3892003284409777,0.4764843471809027,0.16429564656762266,0.07214003981077986,0.08347710278178216,1
2.8289891908863862,0.49789463934164996,0.2025239329449902,0.21793747790348672,0.29055804202245633,1
2.32614005390238,0.36712472584945244,0.13534161723753266,0.08678223750553099,0.1060591360639987,1
2.9032834298503882,0.5735254837937356,0.18681584124953488,0.11993862713010715,0.16343815347310875,1
2.5259806616995735,0.4756099012776441,0.16420390215338532,0.0719359513334987,0.07706637185495195,1
3.2366983808768772,0.6610657544904484,0.20956936636570747,0.1279100602656535,0.1698063260219177,1
2.783667464643287,0.5475979765181145,0.18670715919291914,0.09738094586465501,0.11953857829853592,1
2.3326802519494825,0.3650589483857128,0.12765907197276072,0.07260652156340303,0.09096598345335968,1
2.0928025674362734,0.1913034956631138,0.07377614824995617,0.043030192611536275,0.05241437577143308,1
2.7764693664774005,0.5796049195439515,0.19663730928068274,0.09146071260358557,0.10991905863961035,1
2.1210231367627954,0.2120146009803741,0.08301827383826757,0.0531509464513832,0.06926456884464063,1
1.8998236274135636,0.1523437463452253,0.070338159820045,0.061436033184231874,0.08389899614690913,1
0.15459376889135,0.04187897496051064,0.06054096603158353,0.028593951020157927,0.012513536990367594,1
0.28634918956188576,0.05062730502280268,0.05212822981000818,0.03261011169267775,0.03211840636295407,1
0.1475664974487888,0.041182835920709,0.04712888013323069,0.023027288558476522,0.016265282398400013,1
0.5669476480549188,0.059729774546560685,0.04159422114281432,0.029020460494594308,0.028287079108958325,1
0.21643722487722117,0.059126366184693954,0.07313525303692402,0.05247267981213094,0.048709521121676695,1
0.14529302636779123,0.03277810624381277,0.040539381141014685,0.022949510596782366,0.01538381630299767,1
0.19171673699702696,0.04488964259850102,0.059862175727088025,0.029765158130117538,0.020154427952542246,1
0.15320921135308296,0.039890737087888255,0.04704786477491775,0.026505502712694293,0.011680334267323473,1
0.09384400256743824,0.02420285598867951,0.024063994026448467,0.013097079542168986,0.008784690771758656,1
0.19118881706316498,0.054194397236163955,0.07280258623810185,0.03630116445304802,0.016511312248635675,1
0.2352570094716039,0.0482647643375644,0.0482606550428617,0.02874133582963575,0.030043060274045033,1
0.18972957189620238,0.03433238484687255,0.035638993910924587,0.029101839734791295,0.030466526362703042,1
0.5714673141906572,0.06385507479949143,0.045660539547478576,0.028226803336444915,0.02393761669154739,1
0.17978918092863558,0.050986110276196386,0.061586535567909814,0.030037134509659568,0.015268019009382128,1
0.24687130879003882,0.059600908517088054,0.08189113160366013,0.051411245920898255,0.048594677346888326,1
0.20985160078680437,0.05721972472284159,0.1156878306365238,0.0454033178357579,0.016567249847083108,1
0.19142075837400696,0.0427427578338256,0.06912802868171126,0.031212653347244053,0.013121190747973641,1
0.13952514454641882,0.024015933650472773,0.019136671555252494,0.012817082546233205,0.009230516304148988,1
0.2511307821059296,0.05748160704761736,0.09448472014764989,0.03888570689648623,0.015591131427666587,1
0.09784077499774885,0.025633602677949043,0.023535869395552557,0.015294559877791505,0.008359333924961366,1
0.11699360530483138,0.023700310385464232,0.023770550060407538,0.016419533143061417,0.018370673307526276,1
0.32463837231393045,0.31991846257304174,0.2784587527839082,0.07932888196627465,0.03037053151413546,1
0.6874375898797724,0.18622292108129643,0.14970406905300032,0.06334111269889296,0.03884217465205785,1
0.20628439936899579,0.1326612318424219,0.13714715164611532,0.05034038665524504,0.03603805461714692,1
1.1547203180305559,0.28643803771961307,0.18009029130858356,0.07316339304144555,0.04598039113918707,1
0.04950835425461496,0.025481469423342947,0.02794868778404255,0.016141098716024444,0.013794957159767342,1
0.3510921769803549,0.2663700974947652,0.2325493006256295,0.07838258944523824,0.033641735149954846,1
0.32999929329555877,0.15762329366737868,0.15448277737808613,0.07299996356020703,0.05480067723998526,1
0.29886712994262377,0.3018451312070386,0.2572880081037009,0.07454262240413259,0.029675968989863785,1
0.36818428163649775,0.31951956989902935,0.2695607821755785,0.08182261883500347,0.030464220610611326,1
0.23408923169062731,0.1876958161777375,0.19130881749196874,0.06384060826073552,0.03530138772195059,1
0.7396771792814809,0.1643292505478331,0.124625701613993,0.055075568857388686,0.034345941783054584,1
0.4344607249857802,0.2951161946411283,0.23948176943815955,0.08037082560090515,0.03246091486801641,1
1.1301304901331253,0.2874668845144749,0.1814140937352814,0.07358579069546298,0.04594874871581666,1
0.2130131773727513,0.19132317921564368,0.19891668978368382,0.06269220181774644,0.03455642213090438,1
0.1746216489088785,0.11689425497718316,0.09622069863649801,0.05215672562173178,0.035631829309243614,1
0.25128247396878167,0.19287502351348979,0.18906801988557378,0.06914336765638891,0.03501646107208773,1
0.3217952906657951,0.2787930421488532,0.2513176568516394,0.07823080371463909,0.03180651820751377,1
0.5258680672741236,0.29389589020820533,0.23196312395379443,0.07753097488535599,0.030669219587427583,1
0.23074310296794884,0.1858824176320652,0.18744308902362683,0.06759580735599949,0.039041762847382935,1
0.2948882740616092,0.25496948866313457,0.2307979205737323,0.07243919036562296,0.03093325974147699,1
0.46333587012560135,0.2590361815442054,0.21395448548298013,0.07710756948145489,0.032210604552113775,1
0.9542725921874267,0.5173429015413002,0.24042509614681923,0.11388887783383872,0.057449271888626974,1
3.3131671169957055,0.6175785215961642,0.32707720289632825,0.1679095454214819,0.08293194602603135,1
0.9508382807107069,0.48484254593548054,0.22910573026720393,0.11230004951428538,0.06453368514433153,1
3.622846060416362,0.6345048872010607,0.3649447552084067,0.1762797239212569,0.08490941700659894,1
0.49404797716151017,0.20450753081316067,0.11645846505444625,0.075652877751146,0.04547817052003074,1
1.0796414191078756,0.47468535270519585,0.22174950206237698,0.10611837896426711,0.06094352495925579,1
1.1765050836315656,0.5763049310362965,0.2697383859572451,0.13407799404925375,0.07878673187575586,1
2.3580927922210755,0.5170488135089203,0.4012539964799869,0.1754736238693233,0.10175792418340489,1
0.9518209137609489,0.5109610096411985,0.2341433284979878,0.10772314096133609,0.055045439574676266,1
1.700077363721955,0.9288548992671358,0.4286575246005905,0.17044793814222792,0.08856721575131557,1
3.3950287641372654,0.6198766037480085,0.33579220650220376,0.16550172721474288,0.08273629884469644,1
1.6992254288110276,0.8861352472162082,0.4029178078397086,0.16263121702524896,0.08555434596758621,1
3.3207392162374183,0.6177093244706773,0.33004269778812967,0.17028057674311423,0.08127279489462247,1
2.870062134781003,0.5978392383444584,0.4083267150828732,0.185898280566755,0.10250267880687977,1
0.4590518890166546,0.16788000372121448,0.09953619369439456,0.0707022464671935,0.040552269928637474,1
0.7426109068357729,0.14368971709119616,0.09292845852447379,0.0662370610038366,0.03761483431729637,1
1.964025999508858,0.9930975210884864,0.476364637336065,0.1968518323287275,0.09978952963780736,1
3.2061752017681733,0.6059323437725476,0.3303228156658139,0.15633723023881566,0.07166143411224093,1
1.5255118150132128,0.8317172385132907,0.37913055155519637,0.16481324885065315,0.08200694783968779,1
2.3056601399193304,0.5108054995351474,0.39575089184012147,0.1711592399023301,0.1014232056015859,1
3.457252347929712,0.6157937613888798,0.33712609156255136,0.15911916997749573,0.07476150948848542,1
0.8877169425781251,0.38436195505141457,0.2410016043672542,0.08905913644365923,0.058185638420911526,0
1.0480988667754747,0.3849986891283158,0.24811409204068358,0.15156975842625878,0.14408148284219233,0
0.9058573689937167,0.3832865560853521,0.24092454324511015,0.09177360970711046,0.0621445367724565,0
0.893169071355356,0.3715301510034277,0.22929867157523182,0.07767714720004104,0.05777056960903423,0
0.992611366459663,0.3863715669874221,0.24414230637378634,0.09657328147227909,0.06599525308771084,0
0.9411131289899494,0.38578587123238584,0.2416880623107846,0.09010370924481495,0.05915176784660174,0
0.8816733279783638,0.3738941525505213,0.23146787533591773,0.07947058033432694,0.056232542585390746,0
0.8725399684862394,0.3823075131061759,0.2399777040420539,0.08807562770959163,0.05759987550773897,0
0.9155335894029089,0.39205347545927144,0.25272189605284945,0.10320924433652005,0.061127499339269906,0
0.8826609358608911,0.3838050748211794,0.2407092296885416,0.08734448236063312,0.05700510459154041,0
0.9054423341134111,0.38291427373485176,0.24025188214278465,0.08881109824987313,0.05858848299433902,0
0.938629205964785,0.3857963059050454,0.24289150388197533,0.0920561309696729,0.06072678985770721,0
0.9799897947296685,0.3827814808526791,0.24047434043676574,0.09304908288205002,0.06345397310707096,0
0.9670709866441505,0.39358480535851814,0.2532804335169646,0.10218743408111616,0.05899513263069631,0
0.873215324758259,0.3822347998886578,0.23985474815511984,0.08745018463053106,0.05700465332722429,0
0.9720873191084317,0.3900470838398379,0.24496969651692058,0.09740104430421062,0.06873257756414038,0
1.3665167449344096,0.3896379392680361,0.2479280790420253,0.1281839240260049,0.12287136129746981,0
0.8940663063451946,0.3924501796046978,0.25219252935609043,0.09757712805023863,0.052371194557629355,0
4.357491853152339,0.5925547447595942,0.4250674933548483,0.2604864195613278,0.21015537796684247,0
0.8936326233929709,0.3930852143263189,0.2518980979800461,0.09709014708801882,0.05270568068674947,0
0.9245568359967392,0.39562347018289756,0.2558159519320914,0.115138396249824,0.08179575165432941,0
0.13334255557056449,0.07286072797577155,0.11990524799702822,0.028938692965160683,0.012493128865990646,0
0.37867129802742033,0.11233095042351013,0.07091798753971616,0.04104591779303293,0.029938028257239235,0
0.08734765326105667,0.05362942940728043,0.058256994135979644,0.01904658950274169,0.009550218372390142,0
0.16705530933648752,0.08653778749811247,0.06761366854074392,0.04151453125635275,0.04214068302650105,0
0.2428362290721709,0.08276363500181089,0.054781904394758454,0.030197651091392518,0.02226543235741407,0
0.2043476416173386,0.10520966741359053,0.07628424267617441,0.03255289814529595,0.021440297012037323,0
0.19987341461372793,0.10255253035984199,0.08981021850065636,0.035956500259745394,0.017372278830847968,0
0.15111740919834044,0.08186591411024988,0.14322201534992118,0.03389382723161158,0.01447241322207993,0
0.20459659666162006,0.11634267876026827,0.06579440596020983,0.028354917349270252,0.019018055243413826,0
0.1349552946027544,0.08201716802577949,0.08212368496101308,0.030050570943357342,0.013924542801408427,0
0.15810694831844158,0.08763832786866396,0.10679642446461912,0.032059479015785416,0.01534902591344126,0
0.1068969687923425,0.049143333705791846,0.03166921108463366,0.014523096894300248,0.009834368484069789,0
0.2916769826912598,0.11384967157334015,0.07615151838840072,0.039464359172441295,0.028597532209365797,0
0.24490553809714305,0.10716263789198448,0.08008286660797037,0.039293745607485026,0.018338243195626734,0
0.17606192609150448,0.09455332777207565,0.10925754028797509,0.037641283197825975,0.015286273486424473,0
0.2479753943200902,0.09733744526924343,0.06996497886442288,0.03719336804580341,0.021070414198255078,0
0.2701956986219449,0.1097159210745168,0.08229387927238103,0.04148562178047482,0.025498535665375018,0
0.20405227496224396,0.10646153477927595,0.08578187649211874,0.042729008558009096,0.017224143812615875,0
0.3752779745273751,0.1183062994110566,0.07761262409299972,0.06326553842026496,0.05880807609291345,0
0.18183665245943098,0.09912422112939628,0.08999423634306815,0.03909832936912599,0.015201797428083388,0
0.05193406340904746,0.02496784476877779,0.023177316184056947,0.011052010657637328,0.009527972638915243,0
0.45624378771528223,0.11557505679009267,0.0593496581873175,0.020049880657342305,0.0064587712785459965,0
0.5773677211981072,0.24897960195426788,0.08731537833602339,0.026697641825829815,0.006551315573627713,0
0.2899929363860544,0.09558712381068245,0.04410144003883058,0.014261190221969141,0.005228671681617713,0
0.3913941307625624,0.22358874253191308,0.08272046954932724,0.02407337338782857,0.006076176081871344,0
0.45556309742773304,0.1947972262122261,0.06820176689667164,0.021468571038174192,0.005633418050826508,0
0.3973305370446446,0.1960495017321705,0.08666788110296736,0.027741008933020384,0.007284691772687854,0
0.447447204011862,0.2544054423539289,0.10308640648310448,0.030777275503874504,0.007746740693394887,0
0.5133237597746361,0.17407570854058813,0.08943091123407229,0.03072782253829228,0.007365024069339648,0
0.337040337663021,0.18593558294449952,0.08015085026425695,0.02848431585188891,0.007962618701760134,0
0.4550558080646621,0.17679250995670662,0.0707248459763673,0.021868361978806955,0.006479378732788481,0
0.36687026479990936,0.1898809389838428,0.09122065842146873,0.02872783498590622,0.006923937839358468,0
0.25509056818380593,0.11744910099677885,0.04219851051175328,0.013562437425044777,0.00430159715576,0
0.5251448663682687,0.2314419908717408,0.08828831984682893,0.028166041048665574,0.0070751627345074074,0
0.49137065080834513,0.29658199998372803,0.10555905141240843,0.030043620089988107,0.006876310867928218,0
0.5150489064724546,0.23478800161166247,0.09900142110579499,0.03053769782343961,0.007151806217810601,0
0.47564720761195384,0.2625641203986619,0.09026746635587068,0.026133073697814584,0.006178278290855351,0
0.4858415932844132,0.26866101676284027,0.1038023545705814,0.03036143932875647,0.007020671312491998,0
0.5157518753524847,0.27415699640718166,0.10527980638838946,0.030505948875034928,0.007078127776405501,0
0.5851166645908118,0.24774617234406518,0.090290809838668,0.02806934355296763,0.006857111525704854,0
0.6015411802654868,0.2286338379081292,0.09141583801483152,0.028416658667158673,0.006911184912074254,0
0.17050023574704637,0.07424075731376308,0.023751880328819558,0.00788903505213302,0.002639040370043071,0
0.10463917878251917,0.07866909725676485,0.0578026628567129,0.03113031584621493,0.01388686408651768,0
0.17880378473203484,0.096742326606167,0.06133879170509244,0.047462525782755206,0.03113817850510635,0
0.11399381446195,0.08679863515266206,0.05751338259438231,0.03714494987070861,0.019526267938297193,0
0.06389881862797994,0.04038290060482133,0.030600832520250802,0.023639437687028947,0.013215350769263536,0
0.16363999433044252,0.09831201641758046,0.05780985840876122,0.04114467120675259,0.02526485458732302,0
0.12562651153551302,0.0846133228302396,0.05222511576378033,0.039170327664809504,0.028041862327544232,0
0.0858393463318278,0.055924797644117195,0.03976517827911033,0.03089590998030169,0.02668700424374637,0
0.11250395860630098,0.0829251005145016,0.061312404077014646,0.032376141141862186,0.01590155371808008,0
0.13866347510653348,0.09834322608273971,0.059236618636819345,0.04265976019345495,0.026461399528799296,0
0.0634657370506233,0.04324896618236768,0.03301918528944054,0.021109799922767944,0.008819331851852703,0
0.0950487207641739,0.07812847822734437,0.05229187918480111,0.032683805192161776,0.01720909906794922,0
0.11745901698180994,0.08056833139499306,0.05145718854113833,0.045152328820771026,0.036857540805447474,0
0.16501562548736015,0.09981513175360562,0.0590627769433745,0.04283068152262011,0.029441485429875083,0
0.1296288821315789,0.08319091418354627,0.05256891655399411,0.035691056591426774,0.016192786085947066,0
0.06803357179276304,0.04327225767376614,0.03114963893905889,0.01990201685090135,0.009308558778683494,0
0.12276101436002605,0.07890892857246859,0.05210086953531924,0.03808159218678829,0.021737146459701026,0
0.1387752384815333,0.08552547861034862,0.0545618609555715,0.040955462865646795,0.025805713867676393,0
0.06270866233414225,0.038534533834071356,0.025425902771323936,0.017641820367584292,0.007755061950950808,0
0.17473218998198262,0.09778781954581098,0.0599998141335726,0.04235234096781003,0.023658967134266937,0
0.04367732887816553,0.034638845851671526,0.023693371612380817,0.014237240778042861,0.0061391078285104456,0
0.14332448179680146,0.10248312598688145,0.06566923819119856,0.07470425770162722,0.07294369038333057,0
0.18148265300002894,0.07606531777086031,0.19574599191713601,0.026509545819022977,0.0098767805521091,0
0.46438504901939376,0.10493539012714757,0.1326445571568497,0.03141607369444109,0.02088194133248693,0
0.15756167739059523,0.09328110195097492,0.159769508797693,0.02915522241408782,0.014022146136104365,0
0.10403854397759349,0.03978795628670332,0.06224410273114758,0.01543409745971417,0.009521623992209753,0
0.24225559902246382,0.09372979884435484,0.12202959077461001,0.02955960213350741,0.022581648135765624,0
0.172061588004247,0.08912731475647462,0.14225784371733757,0.03870495294765132,0.03272162358662472,0
0.12413997507815953,0.042612271842010364,0.05961503472628708,0.01756389565111634,0.010385637949409212,0
0.16736019869993093,0.07284061627996014,0.18588104910411116,0.023982548125426488,0.00929764147488183,0
0.21064510075654866,0.11572248180875458,0.20059917409735004,0.04990436425894264,0.042600833174802955,0
0.10101225220207698,0.04647348857218083,0.07943790546886888,0.01696205289728372,0.007151026910573521,0
0.1748032542237028,0.09196644185348829,0.24063024757764445,0.03177167026782093,0.014116503591782521,0
0.1601099189743831,0.08300920197623887,0.10051882646504881,0.026211133238893417,0.01659670094102707,0
0.24803450866119447,0.09213680901321115,0.11834838505127437,0.03012187628429315,0.018600513144186065,0
0.26062363057111493,0.08792264710216777,0.119485237945059,0.024861978205276712,0.012953000191917021,0
0.10215322342204455,0.04234620895670463,0.1013670890994807,0.015315514043176479,0.006131427977073596,0
0.26126148639559693,0.07790108076793241,0.11746263691422695,0.02779090537647834,0.01954882565652283,0
0.31399311071424585,0.07849868495943076,0.111600901499967,0.03324757749677416,0.02553116394520048,0
0.09478783098293458,0.0299420242287245,0.05380994782844367,0.010455140255942331,0.004542608320741043,0
0.4384725346611154,0.1059096783156894,0.13322592895247903,0.043915945605681156,0.035985501957173725,0
0.0878832531044172,0.033862957831078004,0.07794255458334429,0.011969315385600662,0.004775125958107791,0
0.20729333019567284,0.11711525711622281,0.15722586043184178,0.04371917684474081,0.031739522836034186,0
3.415724306150611,0.7117192114163609,0.4476871680497585,0.18481416126297284,0.10162457708103895,0
1.1161554312368356,0.1659714026947755,0.07243204480802674,0.035287993925889424,0.023929001725414713,0
3.760472697110358,0.6997709436302191,0.4520682755019375,0.1837559802603157,0.10092068892140818,0
3.4698586698940836,0.7172199200544949,0.4497692113313627,0.18317786953957477,0.10035928176663468,0
2.6351538571403306,0.5221986135038813,0.3800673533287024,0.1405514139293942,0.07246295476408757,0
2.008229124134982,0.5203236850547622,0.2969274337417955,0.12046576767811143,0.06471850953170101,0
1.0835156328270177,0.15623680007527851,0.06548577273300031,0.03173361576174002,0.02193097768560338,0
2.812133582961712,0.5121995145171264,0.29130965835627975,0.12690336104534916,0.06332291479125969,0
3.814091985061881,0.5666861492807687,0.4083192412258829,0.15373568921241942,0.07969526268902642,0
3.4030472795570796,0.7503546587430764,0.47281180154667135,0.18327599621273832,0.10047200153745452,0
3.460333603193309,0.6992425853806088,0.4432783622951919,0.18395440725798418,0.10170866065977646,0
3.4811909632034856,0.677121837023965,0.4528108216242674,0.18268369195403322,0.1009704529960394,0
2.2748971421807114,0.5438260772542617,0.3833727590167854,0.13911536433853738,0.07174110528021535,0
10.250533912397241,2.714523396879323,1.6309341763074472,0.9988167699303506,0.9178014228999919,0
3.5105566484299704,0.7662173683054069,0.4778366702841199,0.18679448395578915,0.10309305899657921,0
1.1364300947102772,0.19426018953802524,0.09834429532105743,0.044750444905054455,0.02726666769021113,0
3.0106004472876635,0.614593860164272,0.38316454861161997,0.1600575571293618,0.09098342660806959,0
10.150262754261094,2.531945825274926,1.6676073276446863,0.855019369128467,0.8416034231289626,0
3.4620888461401593,0.7119377380525522,0.45100759664486956,0.18383526812614254,0.10059940255622903,0
7.653396852475273,2.014391055124219,1.4983252229884194,0.8192556514269683,0.4773159699398393,0
3.425196914280386,0.7549785335098641,0.4754795138408815,0.18547269488638407,0.10220767952110041,0
0.41956498351252447,0.28559739892263303,0.12445440565310056,0.049315417879970264,0.033378212474409204,0
0.5986426726576666,0.16480191330411031,0.06661751727909787,0.04986810006057861,0.04859190065108239,0
0.26314105178437197,0.23476631900489014,0.10663902388991646,0.056654471459492074,0.04923883016697082,0
0.10136195294167552,0.08094937386566782,0.0492173083500886,0.06117864003636224,0.07053143933858604,0
0.35554480728133586,0.17389079704682958,0.08686017937691679,0.0960319618843037,0.11948358436663324,0
0.2860522466416202,0.2509507604443033,0.11444863346761022,0.11356495489741061,0.11736595991220045,0
0.16450788173055994,0.13472201293542918,0.07239222335171114,0.07877720434195586,0.09596032888436927,0
0.4508047123513419,0.2909762015638805,0.12735369247815378,0.04992253964830036,0.03591474372994913,0
0.9311957373279913,0.2801190937912089,0.116895304345082,0.07097575746506406,0.06314118186962914,0
0.1899194416800607,0.16181034231429886,0.07567622033862167,0.03867977222009304,0.02657405423263787,0
0.25736056085345616,0.26818057986583177,0.11463713353970065,0.06782149120340455,0.06381278108421205,0
0.25575682919991344,0.2033440104984123,0.1072272653100999,0.1237009761448645,0.1346975548147349,0
0.3364659788887317,0.20046252503853643,0.0900145506480467,0.0724333541948941,0.08167005813556512,0
0.18595559324595626,0.1116683547839953,0.04353557251182299,0.029392058265283058,0.02691484001731562,0
0.20150796495275156,0.2030673555135724,0.09592852398914235,0.05373826850758372,0.04652779577050465,0
0.22482735455944394,0.12134702246078666,0.0496250112139186,0.04411629950154163,0.05233971948708654,0
0.22098361261696428,0.13963712205823162,0.06548954487083877,0.06191431753073265,0.07680089003640099,0
0.05192473254151088,0.04173875918318997,0.021273409167468907,0.016125602300234288,0.01584695317377422,0
0.5479323565993822,0.1681696488284862,0.07020339332318445,0.05607002411009059,0.052410058444835275,0
0.1411859513875625,0.1630410447399344,0.06488858745343125,0.03012190904590962,0.020926764352792802,0
0.3118769817724395,0.23024690007476004,0.10126816966235402,0.06708954065036815,0.06514525554189518,0
0.49112638881075754,0.19377762072849092,0.12292588974134216,0.06913041355343771,0.04561601601987457,0
3.0339452788766623,0.6689810300963048,0.43504200834317763,0.1728762823900566,0.098456432421583,0
2.9434411298453442,0.6586864284344391,0.4311007338437644,0.16996336137382118,0.09332646117102608,0
2.9556553220048687,0.6627687661391407,0.4328678036386481,0.1700630189056437,0.09188211252831718,0
3.177643112565967,0.6824652782986952,0.4384713948397683,0.1819737262226939,0.11284717291899107,0
3.147586436650112,0.6799935152503436,0.44162192683885054,0.20021630046689126,0.14205509970428476,0
3.3318105432889245,0.6945786844462841,0.44691186542233285,0.19439859781551785,0.11883085318387443,0
0.4308389687850995,0.2053834184285679,0.11853764714321724,0.0656968265293194,0.04418713283772603,0
3.3269636205118513,0.6607451271227665,0.4452676588658946,0.18540659735234746,0.10264589162160212,0
2.9327378580148173,0.6613917533532964,0.43319156060715314,0.17056748924834234,0.09375610819637048,0
3.144446753608603,0.6844598503490178,0.44233740182786163,0.17891291677626003,0.10455880354518511,0
3.2754914352205047,0.6669490644619276,0.45039648049551695,0.19496485886589687,0.11804253803391887,0
3.157702973396455,0.684440732962021,0.44237471193304506,0.18660222365090876,0.12440549777757737,0
3.03133014635317,0.6762408155951227,0.4399166831921163,0.1746590315225878,0.09757856473576453,0
3.2037920807877867,0.6915998095567497,0.4416258569344911,0.17811044621891078,0.0980995176930807,0
3.110280184190896,0.6814876525487925,0.44192702344301343,0.17665780421486424,0.1010163296492031,0
3.3702953727428064,0.7022513067004864,0.4399988904420389,0.1895306799514152,0.12454900444336352,0
0.8719107071173087,0.29974987498131184,0.20472156072482517,0.10953395937263097,0.06773186852032465,0
3.3955214315303115,0.6839707906266861,0.4284976225225602,0.18046132892447336,0.09978756336787324,0
3.138319390412957,0.683861336695475,0.44085909812166835,0.17494295684994432,0.09440765540842824,0
0.11563980513850665,0.04464339449255107,0.034245908942206464,0.0468829651052302,0.039878373281686696,0
0.23708301206818805,0.17311794247051174,0.22070608044238602,0.046656802090672495,0.021674071974613365,0
1.40848017716381,0.15248128927741972,0.11328612041216198,0.043430723042874556,0.02973517862632711,0
0.11889871603284718,0.0786637705283344,0.07194769701848054,0.03586480597366243,0.029106204808701817,0
0.19909726995329358,0.11883707352940949,0.11058884141832802,0.03862386639663154,0.022554816511238945,0
0.2558196447062953,0.11023629050809329,0.09088124775265327,0.03641840991066732,0.02875715887501676,0
0.19411809492381302,0.11947871398301614,0.09932154839346903,0.03761561376901743,0.024399694777576433,0
0.23339761803247955,0.14181134872866552,0.12889210402475476,0.04421307735852749,0.0228439237941039,0
